web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1727116419-11","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=8","","","CHF 1’411.–","","2.5 Zimmer, 55m², CHF 1’411.– J.C.Heerstrasse 67, 8406 Winterthur2.5-Zimmerwohnung an zentraler Lage Wir vermieten per sofort oder nach Vereinbarung diese tolle 2.5-Zimmerwohnung ganz in der Nähe diverser Einkaufsmöglichkeiten in Winterthur-Töss.Die Wohnung verfügt über:• grosszügige Räumlichkeiten• geräumiger Einbauschrank im Wohnzimmer• grosszügiger Balkon• Bad mit BadewanneDie Bilder können vom tatsächlichen Mietobjekt abweichen.Valentin Stettler, freut sich auf Ihre Kontaktaufnahme via Kontaktformular."
"1727116419-12","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=8","","","","2.5-Zimmerwohnung an zentraler Lage","2.5 Zimmer, 55m², CHF 1’411.– J.C.Heerstrasse 67, 8406 Winterthur2.5-Zimmerwohnung an zentraler Lage Wir vermieten per sofort oder nach Vereinbarung diese tolle 2.5-Zimmerwohnung ganz in der Nähe diverser Einkaufsmöglichkeiten in Winterthur-Töss.Die Wohnung verfügt über:• grosszügige Räumlichkeiten• geräumiger Einbauschrank im Wohnzimmer• grosszügiger Balkon• Bad mit BadewanneDie Bilder können vom tatsächlichen Mietobjekt abweichen.Valentin Stettler, freut sich auf Ihre Kontaktaufnahme via Kontaktformular."
"1727116419-13","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=8","2.5 Zimmer, 85m², CHF 1’965.–","","","","2.5 Zimmer, 85m², CHF 1’965.– Winterthur Wülflingen, 8408 WinterthurMAISONETTE SINGLE WOHNUNG ZU VERMIETEN GROSSE Traumhafte Singlewohnung zu vermietenAUSTATTUNG:2 WC'S OBEN UND UNTENZUSÄTZLICHE STRAURAUMBALKON (BEDECKT) MIT AUSBLICK AUF FLUSS"
"1727116419-14","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=8","","Winterthur Wülflingen, 8408 Winterthur","","","2.5 Zimmer, 85m², CHF 1’965.– Winterthur Wülflingen, 8408 WinterthurMAISONETTE SINGLE WOHNUNG ZU VERMIETEN GROSSE Traumhafte Singlewohnung zu vermietenAUSTATTUNG:2 WC'S OBEN UND UNTENZUSÄTZLICHE STRAURAUMBALKON (BEDECKT) MIT AUSBLICK AUF FLUSS"
"1727116419-15","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=8","","","CHF 1’965.–","","2.5 Zimmer, 85m², CHF 1’965.– Winterthur Wülflingen, 8408 WinterthurMAISONETTE SINGLE WOHNUNG ZU VERMIETEN GROSSE Traumhafte Singlewohnung zu vermietenAUSTATTUNG:2 WC'S OBEN UND UNTENZUSÄTZLICHE STRAURAUMBALKON (BEDECKT) MIT AUSBLICK AUF FLUSS"
"1727116419-16","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=8","","","","MAISONETTE SINGLE WOHNUNG ZU VERMIETEN","2.5 Zimmer, 85m², CHF 1’965.– Winterthur Wülflingen, 8408 WinterthurMAISONETTE SINGLE WOHNUNG ZU VERMIETEN GROSSE Traumhafte Singlewohnung zu vermietenAUSTATTUNG:2 WC'S OBEN UND UNTENZUSÄTZLICHE STRAURAUMBALKON (BEDECKT) MIT AUSBLICK AUF FLUSS"
"1727116426-17","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","3 Zimmer, 69m², CHF 1’817.–","","","","3 Zimmer, 69m², CHF 1’817.– Büelhofstrasse 44, 8405 Winterthur SeenIhre Wohlfühloase in schönem und ruhigen Wohngebiet An ruhiger Lage vermieten wir per 1. Oktober 2024 diese schöne 3-Zimmerwohnung im 2. Stock. Die perfekte Kombination dank städtischer Infrastruktur, guten Verkehrsanbindung, die Nähe zu vielfältigen Einkaufsmöglichkeiten sowie zu den Naherholungsgebieten am Rande des malerischen Seens.Die helle und grosszügige Wohnung ist wie folgt ausgestattet: • Moderner und komfortabler Ausbau (im 2018 Kernsaniert) • grosszügige und geräumige Wohnräume • Küche mit allem Komfort wie Glaskeramik-Herd, grosser Kühlschrank, Geschirrspüler • Nasszelle (Bad/WC) • Einbauschrank für zusätzlichen Stauraum • Grosser und gemütlicher Balkon mit schönen Blick ins Grüne Bei Bedarf und Verfügbarkeit können folgende Mietobjekte dazu gemietet werden: • Einstellplatz für CHF 140.00 pro Monat • Einzelgarage für CHF 180.00 pro Monat • Motorradplatz für CHF 35.00 pro Monat • Bastelraum für CHF 250.00 pro Monat Die Liegenschaft überzeugt durch Ihre einzigartigen Lage: • Ruhige Lage, praktisch keine Verkehrslärm • Gute Anschlüsse an den öffentlichen Verkehr • Nahegelegener Autobahnanschluss • Einkaufsmöglichkeiten, Restaurant und Schulen in unmittelbarer Nähe • Naherholungsgebiet Seen Die gleichzeitige Nähe zum Stadtzentrum von Winterthur bildet zusammen mit dem Angebot an Erholung und genussvollen Aktivitäten eine optimale Verbindung! Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin stehen Ihnen die Mieter Frau und Herr Trachsler unter Nat. +41 79 380 49 73 gerne zur Verfügung.Wir freuen uns auf Ihre Bewerbung nach der Besichtigung."
"1727116426-18","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","Büelhofstrasse 44, 8405 Winterthur Seen","","","3 Zimmer, 69m², CHF 1’817.– Büelhofstrasse 44, 8405 Winterthur SeenIhre Wohlfühloase in schönem und ruhigen Wohngebiet An ruhiger Lage vermieten wir per 1. Oktober 2024 diese schöne 3-Zimmerwohnung im 2. Stock. Die perfekte Kombination dank städtischer Infrastruktur, guten Verkehrsanbindung, die Nähe zu vielfältigen Einkaufsmöglichkeiten sowie zu den Naherholungsgebieten am Rande des malerischen Seens.Die helle und grosszügige Wohnung ist wie folgt ausgestattet: • Moderner und komfortabler Ausbau (im 2018 Kernsaniert) • grosszügige und geräumige Wohnräume • Küche mit allem Komfort wie Glaskeramik-Herd, grosser Kühlschrank, Geschirrspüler • Nasszelle (Bad/WC) • Einbauschrank für zusätzlichen Stauraum • Grosser und gemütlicher Balkon mit schönen Blick ins Grüne Bei Bedarf und Verfügbarkeit können folgende Mietobjekte dazu gemietet werden: • Einstellplatz für CHF 140.00 pro Monat • Einzelgarage für CHF 180.00 pro Monat • Motorradplatz für CHF 35.00 pro Monat • Bastelraum für CHF 250.00 pro Monat Die Liegenschaft überzeugt durch Ihre einzigartigen Lage: • Ruhige Lage, praktisch keine Verkehrslärm • Gute Anschlüsse an den öffentlichen Verkehr • Nahegelegener Autobahnanschluss • Einkaufsmöglichkeiten, Restaurant und Schulen in unmittelbarer Nähe • Naherholungsgebiet Seen Die gleichzeitige Nähe zum Stadtzentrum von Winterthur bildet zusammen mit dem Angebot an Erholung und genussvollen Aktivitäten eine optimale Verbindung! Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin stehen Ihnen die Mieter Frau und Herr Trachsler unter Nat. +41 79 380 49 73 gerne zur Verfügung.Wir freuen uns auf Ihre Bewerbung nach der Besichtigung."
"1727116426-19","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","CHF 1’817.–","","3 Zimmer, 69m², CHF 1’817.– Büelhofstrasse 44, 8405 Winterthur SeenIhre Wohlfühloase in schönem und ruhigen Wohngebiet An ruhiger Lage vermieten wir per 1. Oktober 2024 diese schöne 3-Zimmerwohnung im 2. Stock. Die perfekte Kombination dank städtischer Infrastruktur, guten Verkehrsanbindung, die Nähe zu vielfältigen Einkaufsmöglichkeiten sowie zu den Naherholungsgebieten am Rande des malerischen Seens.Die helle und grosszügige Wohnung ist wie folgt ausgestattet: • Moderner und komfortabler Ausbau (im 2018 Kernsaniert) • grosszügige und geräumige Wohnräume • Küche mit allem Komfort wie Glaskeramik-Herd, grosser Kühlschrank, Geschirrspüler • Nasszelle (Bad/WC) • Einbauschrank für zusätzlichen Stauraum • Grosser und gemütlicher Balkon mit schönen Blick ins Grüne Bei Bedarf und Verfügbarkeit können folgende Mietobjekte dazu gemietet werden: • Einstellplatz für CHF 140.00 pro Monat • Einzelgarage für CHF 180.00 pro Monat • Motorradplatz für CHF 35.00 pro Monat • Bastelraum für CHF 250.00 pro Monat Die Liegenschaft überzeugt durch Ihre einzigartigen Lage: • Ruhige Lage, praktisch keine Verkehrslärm • Gute Anschlüsse an den öffentlichen Verkehr • Nahegelegener Autobahnanschluss • Einkaufsmöglichkeiten, Restaurant und Schulen in unmittelbarer Nähe • Naherholungsgebiet Seen Die gleichzeitige Nähe zum Stadtzentrum von Winterthur bildet zusammen mit dem Angebot an Erholung und genussvollen Aktivitäten eine optimale Verbindung! Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin stehen Ihnen die Mieter Frau und Herr Trachsler unter Nat. +41 79 380 49 73 gerne zur Verfügung.Wir freuen uns auf Ihre Bewerbung nach der Besichtigung."
"1727116426-20","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","","Ihre Wohlfühloase in schönem und ruhigen Wohngebiet","3 Zimmer, 69m², CHF 1’817.– Büelhofstrasse 44, 8405 Winterthur SeenIhre Wohlfühloase in schönem und ruhigen Wohngebiet An ruhiger Lage vermieten wir per 1. Oktober 2024 diese schöne 3-Zimmerwohnung im 2. Stock. Die perfekte Kombination dank städtischer Infrastruktur, guten Verkehrsanbindung, die Nähe zu vielfältigen Einkaufsmöglichkeiten sowie zu den Naherholungsgebieten am Rande des malerischen Seens.Die helle und grosszügige Wohnung ist wie folgt ausgestattet: • Moderner und komfortabler Ausbau (im 2018 Kernsaniert) • grosszügige und geräumige Wohnräume • Küche mit allem Komfort wie Glaskeramik-Herd, grosser Kühlschrank, Geschirrspüler • Nasszelle (Bad/WC) • Einbauschrank für zusätzlichen Stauraum • Grosser und gemütlicher Balkon mit schönen Blick ins Grüne Bei Bedarf und Verfügbarkeit können folgende Mietobjekte dazu gemietet werden: • Einstellplatz für CHF 140.00 pro Monat • Einzelgarage für CHF 180.00 pro Monat • Motorradplatz für CHF 35.00 pro Monat • Bastelraum für CHF 250.00 pro Monat Die Liegenschaft überzeugt durch Ihre einzigartigen Lage: • Ruhige Lage, praktisch keine Verkehrslärm • Gute Anschlüsse an den öffentlichen Verkehr • Nahegelegener Autobahnanschluss • Einkaufsmöglichkeiten, Restaurant und Schulen in unmittelbarer Nähe • Naherholungsgebiet Seen Die gleichzeitige Nähe zum Stadtzentrum von Winterthur bildet zusammen mit dem Angebot an Erholung und genussvollen Aktivitäten eine optimale Verbindung! Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin stehen Ihnen die Mieter Frau und Herr Trachsler unter Nat. +41 79 380 49 73 gerne zur Verfügung.Wir freuen uns auf Ihre Bewerbung nach der Besichtigung."
